A1X1	0
WNT4	0
GREB1	0
ETAA1	0
IL1A	0
KDR	0
ID4	0
CDKN2BAS	0
VEZT	0
PECAM1	1
VEGFA	1
IL1B	1
IL1R2	1
IL1R1	1
FIGF	1
ITGB3	1
FLT1	1
VEGFC	1
CDH5	1
PGF	1
CTNNB1	1
NRP2	1
IQGAP1	1
SH2D2A	1
SHC1	1
NCK1	1
NRP1	1
